"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
31bb0fef-9825-4af3-ad57-9b693df6b14f,57ace9a0-e0d8-4d53-9e8d-e0b1e4fdaf35,"#N/A","#N/A",35b5f4b2-d072-4b7a-93ba-3d5ff00202f3,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,On Hold,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
31bb3e09-52cf-4727-b276-b2a3c2b421ee,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",22af7ffa-8944-4842-9383-b88f5d552e28,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,New,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
31fe056a-63e6-459f-8f42-892dd5c821f8,cb91ee19-e00c-4998-9e4a-b30eb84f0e31,"#N/A","#N/A",33deb0a8-8011-4bb0-96c8-78815af6e466,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
322ad95c-7612-48e1-b9ec-f3c2b463da9b,70c7e29d-2786-4b2c-ab11-484d30ea5aed,"#N/A","#N/A",b84f7261-aa8e-46f2-bfa6-75ef2b0ad49e,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
322ff63b-138a-45f4-b1c6-9d2688855107,130133d9-e5d5-496b-af81-d3a1706df7d0,"#N/A","#N/A",08607570-87f5-457d-9180-9d74fbfbdff4,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
322ffb63-a027-4768-8f87-479d801a84c0,078ba77b-32d1-4d81-bb89-2f15a4d65848,"#N/A","#N/A",284fd50b-2170-4205-9675-ab311d1b1dd8,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
325592c6-806b-46fd-8a02-c23fff8d5ced,f49eb208-0a70-4dd6-814b-ebfc181c3135,"#N/A","#N/A",8446203e-b969-4f57-997e-2f90b14e46d6,"#N/A",false,"#N/A",Medium,"#N/A",Closed,Can't find test report,"#N/A","#N/A","#N/A","#N/A","#N/A"
328f2330-d478-4c79-8212-7328836a4048,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",7d109001-314c-49c3-a7c4-1e4eedef0c0f,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
32923047-5fea-477c-8b50-9c26b87bb53e,aa8f1e85-704c-421a-a354-7529f4b45488,"#N/A","#N/A",859a894f-e887-4fa2-9eee-2342d7239f8b,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
32b50ded-8894-40d2-9405-49f3b64f82a8,078ba77b-32d1-4d81-bb89-2f15a4d65848,"#N/A","#N/A",3e30b4dc-51bf-4a5b-bb39-2be4202c38c3,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
32dddd0c-fea8-4ccd-91b1-55abca54e33a,62182832-1860-413c-bff0-d887381c7ac6,"#N/A","#N/A",5c204d09-e426-4c35-a086-16665ff21abc,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,New,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3342b3e6-fd9e-46d4-9389-cde204d9019b,41c5a3e7-39c4-4591-a37a-e5c6b3fb6fd0,"#N/A","#N/A",ba445e04-303a-43de-8c80-7ead080ce46d,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
335bc5e0-61ad-464d-aaaf-fada37c4cf0c,611574b8-6406-4e14-9409-d004d5c05f5a,"#N/A","#N/A",0a52e920-1ee9-4a74-b384-cec9927a5468,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
338d2ba1-8386-4321-a911-a0d7873d4825,f49eb208-0a70-4dd6-814b-ebfc181c3135,"#N/A","#N/A",0038f827-7b96-47f7-8882-e889c2668d92,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
338d3ef0-dc1e-45b0-b855-e598c65f2b07,507942b0-fa27-4f46-89e5-a93551d6fd4f,"#N/A","#N/A",3c10c05e-b2d4-48cc-b63e-09b1a4f09c29,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
339397ea-2c68-4ef9-87d6-8aa28a6834f3,5fc8553f-5340-4afa-9995-cc5c256a1447,"#N/A","#N/A",274f02ba-bd15-4a9b-b95a-8271673c6062,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
33b65471-32e6-4943-8e30-0b76fd5ac093,70c7e29d-2786-4b2c-ab11-484d30ea5aed,"#N/A","#N/A",ed40659d-1190-41bb-b3a9-6e51b758bafc,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,PPTX is Not working for Single record,"#N/A","#N/A","#N/A",Problem,"#N/A"
33ceda7b-1a75-4693-b6f7-37d9dff2a9d9,af60d540-c19b-44ba-9e54-bb1635c79a22,"#N/A","#N/A",9dc921a9-e704-45d7-b569-382de7631b07,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
34377fc3-b514-463b-8607-3a3a7412235d,3c898fe5-4f40-4010-9f71-409302d54d8f,"#N/A","#N/A",369ca2ff-ba8a-4842-bff2-796c92616153,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
34726104-68b9-4ebf-a92c-a817ee07652d,0af19fb7-a641-4403-abf1-31d074fd3ec8,"#N/A","#N/A",a2add57b-97c9-435e-aa5a-794cfb00a741,"#N/A",false,"#N/A",Medium,User didn't attend training,On Hold,Use button with approval process,"#N/A","#N/A","#N/A",Problem,"#N/A"
34c939a3-fc2a-4a36-bbc8-ec9ab9d1600e,23f8d550-d0ba-412a-9cd0-aa080ca12c13,"#N/A","#N/A",4d034e87-2cf9-4bed-aff4-a77b56252afb,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3521015f-3b4a-4b51-aad9-fd8c11931e5c,1314baf4-d6b7-4cbc-85ee-83cdb321887d,"#N/A","#N/A",bcd0720e-5a85-44cb-956f-34f7436c13b4,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3529a00b-3acd-47b8-b149-61467d56526f,27b17a86-bb2f-4de7-bd11-ad6772518679,"#N/A","#N/A",647a8bf6-7ad0-4954-9f41-d4710e9a6f4a,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3534c22c-d4ee-4e10-8bde-95887fa6ea8a,e3346ec9-a5af-4d12-8910-74bb73264a91,"#N/A","#N/A",5a1fa4e2-573d-454d-9f17-36a6e81cc7e1,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3582c095-7f00-4c0e-be3f-eb3c8dc83e42,dc3a93df-dfdf-4e57-93e5-0f68fe4ee9b9,"#N/A","#N/A",d89196e3-74bf-4fe7-8081-5486af25db05,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
35a2bfe5-59aa-44df-b64d-1faf96fd7730,7a6e4a63-ae0e-49a1-baed-3d04ca501875,"#N/A","#N/A",0104b935-63f0-4a29-8174-dcc5c587c91e,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Escalated,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3644cdc8-8bc6-4bea-afa8-495646ceb8e8,8bc52755-a508-4930-82eb-496bf3c8c324,"#N/A","#N/A",5623e663-9c6b-47e8-a0c6-da31d9ce39cb,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
366179ba-6ed6-43cc-8b4b-b077772870e3,90005ae8-985e-4232-ae1e-dce270069575,"#N/A","#N/A",3e30b4dc-51bf-4a5b-bb39-2be4202c38c3,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
3689a27c-c913-4467-b3e8-6ec16a0ab4ca,49306b27-9905-4425-9f20-0c781ee74c18,"#N/A","#N/A",02ecb906-dc97-4e88-8214-9bec112152d6,"#N/A",false,"#N/A",Medium,"#N/A",Rejected,Amount descrepancy,"#N/A","#N/A","#N/A",Problem,"#N/A"
36e481c3-9bba-4f71-b3bf-e90196d2c4c1,6ffc658c-199b-4f0d-b816-08b9ede14787,"#N/A","#N/A",d9062a21-06e3-465e-aa22-e2a37353f17a,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
36e976a1-51a4-4a3d-b710-61b25f2c77d5,b36437da-260a-4ee5-9228-e79d443b1fb1,"#N/A","#N/A",d31e4b38-2e19-4d92-b327-1dcb2329adbc,Prefers Direct Phone Outreach,false,"#N/A",Medium,New problem,Rejected,Table Grouping in Excel,"#N/A","#N/A","#N/A",Problem,"#N/A"
375fb060-e745-4bd7-8597-7c566a078a1d,d63f6627-d8f5-495c-99f1-ed04ce3d0ec3,"#N/A","#N/A",33717c33-19c4-4f54-9e8c-3678bf7bfcd8,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
37a8eade-08cc-45f6-bb78-3df65be4fd20,20be7595-ee6a-481e-a935-f2b88861ccd5,"#N/A","#N/A",5807b1bf-43ea-4483-bb83-2f4684f60c27,Prefers Direct Phone Outreach,false,"#N/A",Medium,User didn't attend training,Closed,Assistance with TableStart and End,"#N/A","#N/A","#N/A",Question,"#N/A"
37b3e3bd-0dc1-40dd-b1f6-2e0eb19c32cf,7a6e4a63-ae0e-49a1-baed-3d04ca501875,"#N/A","#N/A",3531ad48-ca1e-4ef5-bb5d-e1617d2972aa,"#N/A",false,"#N/A",Medium,User didn't attend training,On Hold,Crash in chrome - instructed to clear cache,"#N/A","#N/A","#N/A",Problem,"#N/A"
37cf0625-a521-40db-86b6-86c0db2bfc1d,57ace9a0-e0d8-4d53-9e8d-e0b1e4fdaf35,"#N/A","#N/A",804963e7-f0b9-4839-97a1-6cacdd6a4806,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
37dbdadc-b177-4053-9b20-5d68b2738427,85626181-e9e7-4368-8677-61c366cbb9dd,"#N/A","#N/A",1a7b4773-8e21-4198-bfcc-53ac20e273aa,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
38455b8f-520f-417f-b05f-677cc574575c,8ef19b6b-4e1b-4207-a869-0c42aa3b3cd0,"#N/A","#N/A",0ddbc459-73aa-4b51-b728-1b4646bcde09,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
3875bc31-d48d-424e-8586-0f6ddd0e0deb,20be7595-ee6a-481e-a935-f2b88861ccd5,"#N/A","#N/A",0a52e920-1ee9-4a74-b384-cec9927a5468,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
38dfca08-def1-4918-826f-145886ab7db4,b14d662f-b5ed-461e-bf48-b9c027e3f881,"#N/A","#N/A",ada85f3f-eaa9-4bd7-99a2-e93fd4a7898d,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Escalated,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3906ff76-a5b4-48ce-b318-b2f0b5599ee9,f9d1f544-2273-4078-834a-f06e0cb3cdf2,"#N/A","#N/A",b2cf0b2f-0718-4851-97a4-23b24b61378e,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
39095218-6658-4e72-9c44-ac561f58d082,af60d540-c19b-44ba-9e54-bb1635c79a22,"#N/A","#N/A",2f957ce9-83b6-4e31-bb28-9298db1a9557,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
39307af7-aacb-42fc-8222-5c234b383510,473469d0-19af-43bf-b115-bccd50ebcf37,"#N/A","#N/A",c175ca6a-3d97-44a3-a3a1-afb53616e254,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
3939b00f-66e7-4a06-911d-537435cd99be,3ad1ed59-06ec-429d-94ab-62e5e0e8111f,"#N/A","#N/A",2b57b2d2-e5dd-40f3-961c-820af900ec20,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
394a56b3-55d2-4273-9c56-be02f3912b9f,ac7e3231-86ff-4503-82b8-5d3e2642aabd,"#N/A","#N/A",5c001461-7aeb-4bd3-b943-0ed7f1b436ca,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
39a78ac1-6966-4c14-aebc-26754fe953b9,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",bdfcefae-2391-44cc-88d8-7f2f6a511abf,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
39a8c51a-a126-42dd-b7f4-6c2eb43e6ceb,822c647e-949e-4f5d-8ae8-ec893d9f679c,"#N/A","#N/A",2695ea31-2ef2-4bcc-b294-0aeb024ac49e,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a0204a5-3b02-46bf-877d-4e1b1fed76c0,f49eb208-0a70-4dd6-814b-ebfc181c3135,"#N/A","#N/A",495af5c2-df02-40c4-b4f7-46a24dac8a34,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a0c4de7-7747-4311-a053-0191e8566e1c,cb91ee19-e00c-4998-9e4a-b30eb84f0e31,"#N/A","#N/A",b2be43e3-f586-40eb-850a-ad73371a1bd5,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a1e6a6e-0415-4437-bbe5-399e6b0d4d25,49306b27-9905-4425-9f20-0c781ee74c18,"#N/A","#N/A",02a35bbf-d39a-43d7-bd88-c993878053c0,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a20ec5f-23c0-42bd-9b90-2197e4c34ea1,735283ce-53b6-426e-867f-4337ee555bd6,"#N/A","#N/A",3bc2e63a-8412-432f-b5e5-ba6ed2788b4a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a66f8a8-371d-4e41-93bc-99331836aba2,ee74c3ea-40b2-427f-a8b6-9a52c6ea5a56,"#N/A","#N/A",da321901-8146-48a8-bcc0-43f87b189d73,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a76974e-c020-4cfc-89a9-55dd9fd53ba9,487218e6-5415-4310-bb1e-46ec5da32362,"#N/A","#N/A",076c4475-88d3-4f30-86db-d578fcdc0315,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a80bdb6-ea60-4b2c-8ffb-fc54e658062c,2e6a8333-ae19-48f6-a7e4-9e5fa8a7161d,"#N/A","#N/A",567d63b6-59a1-48c3-acd1-90cd0bcc4f61,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3a85db3b-6e53-4f2c-9e05-2185f43447a0,49e18681-06c0-4389-a778-f0a16d87293c,"#N/A","#N/A",7421846c-38f2-43f0-a226-173d98ddd51a,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
3aa5b64f-d350-4d00-a2f1-26e3608c9813,5da5e849-9267-4769-a533-9d8e86855390,"#N/A","#N/A",fe995342-543d-4fe7-97ba-e3e4b11f61c0,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3ab60b5f-2c76-4cce-9684-a535ccb9a6f8,ad48ae08-4283-4a81-900b-aba0fca70c8f,"#N/A","#N/A",859a894f-e887-4fa2-9eee-2342d7239f8b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3ac4c3a0-789a-43df-b5cc-4a3eba9d7fec,d12bd5bd-ff1c-4df7-9499-954f424a1699,"#N/A","#N/A",b2cf0b2f-0718-4851-97a4-23b24b61378e,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3adcc508-66d5-4784-8d24-b4f3e8476166,9d51d4d8-2c6a-40d4-b2c4-116bf1feef82,"#N/A","#N/A",25008935-7742-486d-8181-c9da61d257fc,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
3aee6407-363d-4647-a970-9692622f9570,b11ff636-8213-4489-b0a5-8a6f6e513057,"#N/A","#N/A",95c86357-128b-4e4f-80bc-2a5b96a9fa45,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3b3f7fe3-4b28-4569-840c-4e5011350a62,0af19fb7-a641-4403-abf1-31d074fd3ec8,"#N/A","#N/A",8a63f236-5576-4dd0-a477-4fa54d3a246e,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
3b9742eb-dd42-4096-a865-5c89b36bd71b,5faf4444-81b7-49f6-9f1a-9863753d536b,"#N/A","#N/A",f4c93122-b5f1-4d54-8027-861609628a1b,I'd like to add a few new users at one time.  Is this possible?,false,"#N/A",Medium,Instructions not clear,Escalated,Can we add multiple users at once?,"#N/A","#N/A","#N/A",Question,"#N/A"
3bd51cde-b548-4808-9065-a9aa5df54b7d,f7526c1c-26bd-4533-ae76-c6e2fec10ad5,"#N/A","#N/A",8087ecfa-750d-44c8-88b3-cc64fcb3b09e,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,ID not getting picked up.,"#N/A","#N/A","#N/A",Problem,"#N/A"
3bf951bc-7287-4220-a0f2-efae76cdd8d1,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",d7f71026-535d-4f4d-9c24-35944882baa9,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
3c149bd5-4065-46f7-9004-c4440f2597bd,7a6e4a63-ae0e-49a1-baed-3d04ca501875,"#N/A","#N/A",527a8d31-5ff0-49c2-b5d2-0e342a7c678c,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3c1c12c9-9950-4a2c-afdb-b0648d7b746c,d99417b6-f524-4870-8bc3-47c0ee2c6eff,"#N/A","#N/A",17d32366-c0ab-42de-94dd-60febc4d2be9,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3c253605-6947-4423-a33c-9d97d03f039e,2acf4ddc-0b38-4bec-beda-09b6098d31fb,"#N/A","#N/A",88791918-947f-4f64-bd76-5d26568e188a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3c3e9d63-e517-41c4-ab2c-021b463424d7,27b17a86-bb2f-4de7-bd11-ad6772518679,"#N/A","#N/A",b60c5035-fa7f-4119-9b74-3c98ea382ada,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
3c49bb2c-d47a-40af-98fd-38e76860688b,9116998f-eb4c-480a-80e0-77343e4df9f4,"#N/A","#N/A",53dee143-038a-42aa-8762-34979b03efcc,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3c4e1a36-537e-494b-80e7-dcc8443855d5,e107962e-682e-427b-9360-02e21c9a12d9,"#N/A","#N/A",f19a1329-eb4b-43f0-8356-ab7ded9fe5e1,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
3c696757-016f-434b-bd69-df76382f4ff6,49e18681-06c0-4389-a778-f0a16d87293c,"#N/A","#N/A",9bbb76dd-9ecd-44f6-81c2-60bc882fdd58,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3c74ea08-abca-47e4-a16c-5536b97fa9c1,e3346ec9-a5af-4d12-8910-74bb73264a91,"#N/A","#N/A",a40336e3-1ff6-462e-b18c-fa62cf700d9c,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3c89009f-d342-48e7-aa81-39dc9e057870,62cfea41-571d-46c1-90cc-301649c6ea5d,"#N/A","#N/A",aac12d0e-987e-4ccc-b3a7-5eae2d92fa03,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3c8d2996-b8e4-4c58-9eb0-de9b2ef75e0e,750734f6-cd28-4a15-9f84-0c4d14d92c4c,"#N/A","#N/A",bd109170-8b14-4817-85ea-2fa882320aec,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3cb0c591-607b-4119-83a5-8e1e5a6ac0cb,8ef19b6b-4e1b-4207-a869-0c42aa3b3cd0,"#N/A","#N/A",a2ce94ed-0956-4928-842f-cddbffd59035,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3cb75052-7996-401f-97fc-33da81e15a05,37c2cf72-e0a1-4335-9074-0563fe0038d7,"#N/A","#N/A",c40866d1-c60c-4b0b-99f4-6068cf1db63f,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3cd7ce23-d16f-4061-93e8-e7b682a1f713,23f8d550-d0ba-412a-9cd0-aa080ca12c13,"#N/A","#N/A",b84f7261-aa8e-46f2-bfa6-75ef2b0ad49e,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3cf7c631-233d-4d5e-8ad9-05d6239a9e9f,9116998f-eb4c-480a-80e0-77343e4df9f4,"#N/A","#N/A",d15b34ae-9919-4453-b4e6-b8d470151df7,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
3cff6379-a3bb-4588-a59c-c1318c11fec0,fd64b15f-3a1b-4324-a43c-0922f0b71c56,"#N/A","#N/A",d6cf2e0b-8ad2-4ffe-96f5-fd7cfe5c2525,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3d14f5f4-dd95-4725-b4fa-9b660ee883c7,e638edbe-bd4c-44e8-89fc-3bd49c98f589,"#N/A","#N/A",8e917fee-43e3-42c9-8fe5-3ee74967a6c7,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
3dbb9774-0313-41ab-904e-2dc50a8ce268,695dff1f-f27b-44f3-81b2-d207fa0a94fa,"#N/A","#N/A",e02e4eca-6931-4e02-b718-200db86ed773,User Needs Help,false,"#N/A",Medium,User didn't attend training,On Hold,"Dialog error - ""Cannot find field separator""","#N/A","#N/A","#N/A",Question,"#N/A"
